,Date,Tweet Id,Text,Username,sentiment
18,2021-02-11 05:40:00+00:00,1359738941193216000,Listen to You can t kill time when time is killing you Who s going to motivate you towards her goals you by Grandpa Jim army troops marines huskies cougars angeles kamalaharris berniesanders joebiden veterans hp fsu rsa africa,SOAR12steps,0
19,2021-02-11 05:40:00+00:00,1359738937921699842,JoeBiden expressed his concerns about China s coercive and unfair economic practices its crackdown in HongKong human rights abuses in Xinjiang and increasingly assertive actions in the region as he spoke with XiJinping,bsindia,-1
20,2021-02-11 05:39:37+00:00,1359738844124352521,President said he had approved a new executive order allowing the UnitedStates to immediately sanction the military leaders who directed the coup their business interests as well as close family members JoeBiden militarycoupinMyanmar Myanmarcoup,breaknlinks,1
21,2021-02-11 05:38:37+00:00,1359738592017305611,EconomicSanctions JoeBiden MyanmarCoup UsGovt Myanmar,ippodhu,0
22,2021-02-11 05:38:06+00:00,1359738460278378505,Question what was on HunterBiden laptop We have not forgotten HunterBidensLaptop Biden corruption JoeBiden,klassyykaryn,0
23,2021-02-11 05:34:18+00:00,1359737504241393665,GoHeadlines TopNews FarmersProtests SanuktKisanMorcha JoeBiden America Myanmar AmericaChina BhimaKoaregaonCase MORE,GoNewsHindi,1
24,2021-02-11 05:33:58+00:00,1359737419365556225,What s your stand on JCPOA Do you agree with JoeBiden s continuation of Trump s policy over Iran deal Democrats Republicans US,zahidali_ali,0
25,2021-02-11 05:31:33+00:00,1359736810784649217,China President Xi told US President JoeBiden to STAY AWAY from mainland HongKong and Taiwan ChineseDemocracy at work,caa1000,0
26,2021-02-11 05:31:29+00:00,1359736795139723266,YOU STUPID BITCH DON T EVER TEXT SOMEONE YOU DON T KNOW AND CALL THEM THE N WORD ESPECIALLY SINCE THEY LIVE IN ANOTHER STATE AND DON T KNOW YOU Grow up you stupid Troll JoeBiden BlackLivesMatter youpickedtheworngperson,Lolai6400,-1
27,2021-02-11 05:29:57+00:00,1359736412040359939,Schumer a REAL racist in 1974 Flatbush New York concocted a scheme to force blacks out of their homes as a trade off for votes seanhannity tuckercarlsontonight gop ingrahamangle democrats trump2024 maga joebiden Biden dems potus,rcs1218,1
28,2021-02-11 05:29:41+00:00,1359736343253798916,Capital police officer died on Jan 6 NOT Hit w fire ext Actually texted bro fm his office much later said he h d been pepper sprayed but was OK died of stroke seanhannity tuckercarlsontonight gop ingrahamangle democrats trump2024 maga joebiden Biden dems potus,rcs1218,1
29,2021-02-11 05:29:28+00:00,1359736286848774147,Tales of officer s beating shown to be not true No signs of damage to his body when later examined in his office The tale was entirely concocted by Dems seanhannity tuckercarlsontonight gop ingrahamangle democrats trump2024 maga joebiden Biden dems potus,rcs1218,-1
30,2021-02-11 05:29:26+00:00,1359736281354354688,Wake up joebiden China CCP already lied and fooled America hundred of times biden need to held them accountable to the death millions over this WuhanVirus,coolplanet7,0
31,2021-02-11 05:29:14+00:00,1359736229911097347,Four of the five deaths Jan 6 we re Trump supporters One was shot one had a stroke one possibly trampled to death one had a heart attack seanhannity tuckercarlsontonight gop ingrahamangle democrats trump2024 maga joebiden Biden dems potus,rcs1218,0
32,2021-02-11 05:28:56+00:00,1359736155185401856,Carefully concocted leftist lies create the mythical narrative they want about Jan 6 What actually happened does not match up with facts that are now known seanhannity tuckercarlsontonight gop ingrahamangle democrats trump2024 maga joebiden Biden dems potus,rcs1218,-1
33,2021-02-11 05:27:23+00:00,1359735762791596035,JoeBiden Insulin4all,TheFitLegend,0
34,2021-02-11 05:27:02+00:00,1359735677932490756,Biden says he will never hesitate to use force to protect America TroopsWithdrawal JoeBiden EndlessWars ArianaNews USTroops,ArianaNews_,0
35,2021-02-11 05:26:44+00:00,1359735599255724033,Love me some Oklahoma This Governor is leading his state thank you sir Kiss it JoeBidenPresident JoeBiden CNN msnbc TrumpIsGuilty,JumpinJohoseph1,1
36,2021-02-11 05:23:39+00:00,1359734824647315457,Myanmar JoeBiden,virakesari_lk,0
37,2021-02-11 05:20:51+00:00,1359734121111506947,myanmar joebiden us usa,thatsTamil,0
38,2021-02-11 05:19:19+00:00,1359733733662674945,COVID 19 relief could help fight hunger perceptivx covid19 hunger economiccrisis socioeconomic poverty publicservice joebiden,PerceptivX,0
39,2021-02-11 05:17:02+00:00,1359733158183272455,President JoeBiden s Schedule for Thursday February 11 2021,CDNnow,0
40,2021-02-11 05:17:00+00:00,1359733152437051395,JUSTIN JoeBiden China,velichamtvtamil,0
41,2021-02-11 05:16:49+00:00,1359733106555510784,Biden uspresidentialelection2020 joebiden china america xijinping,oneindiaHindi,0
42,2021-02-11 05:15:39+00:00,1359732809485733889,How many Tigrians should die the UN JoeBiden AU and others To act StopGenocideInTigray 100daysofgenocide,Dani90907553,1
43,2021-02-11 05:14:13+00:00,1359732450491052032,Due to s lack of action 3445 Americans died today from Covid 19 Their blood is on your hands Mr President COVID19 PresidentBiden coronavirus JoeBiden JoeLiedPeopleDied POTUS,SomethingSilly_,-1
44,2021-02-11 05:12:49+00:00,1359732097318027264,Joe Biden s first hit at China as President voices concern over Hong Kong crackdown human rights abuse in Xinjiang formalnews newsupdate dailynews indianews sanvadata letestnews JoeBiden China Xinjiang HongKong americanews worldnews,FormalNews24,1
45,2021-02-11 05:10:00+00:00,1359731391232020480,Oklahoma Governor Uses Executive Order To Nullify Biden s JoeBiden KevinStitt Oklahoma a trav s de El gobernador de Oklahoma utiliza una orden ejecutiva para anular la de Biden,GLORIABERNARDI1,0
46,2021-02-11 05:08:42+00:00,1359731060473401344,Military usban myanmar militarycoup aungsansuukyi USPresident JoeBiden,himachal_abhi,-1
47,2021-02-11 05:08:02+00:00,1359730894550953988,USPOLITICS US President JoeBiden has spoken with Chinese President XiJinping for the first time since taking office Ticker s spoke with US political commentator for more on the call tickerNEWS,tickerNEWSau,1
48,2021-02-11 05:07:49+00:00,1359730841555976193,DV2020 DV2021 NoBan JoeBiden PP10014,EzzatNoga,0
49,2021-02-11 05:07:11+00:00,1359730680431661058,UNHumanRights JoeBiden Please help myanmar,Soe02874196,0
50,2021-02-11 05:05:43+00:00,1359730310401806338,1 myanmarmilitarycoup JoeBiden UnitedStates sanctions,ZHMalayalam,0
51,2021-02-11 05:02:57+00:00,1359729615695089664,0 JoeBiden,NotPOTUSBiden,0
52,2021-02-11 05:01:55+00:00,1359729353706393600,Biden aprova decreto para san es contra generais de Mianmar ap s golpe SemCategoria EUA Internacional JoeBiden Politica Reut,geladog_,0
53,2021-02-11 05:00:00+00:00,1359728873039044616,U S President JoeBiden held his first call as President with XiJinping pressing the Chinese leader about trade and Beijing s crackdown on democracy activists in Hong Kong as well as other human rights concerns,the_hindu,1
54,2021-02-11 04:58:57+00:00,1359728607564763138,JoeBiden XiJinping Conversation,JagbaniOnline,0
55,2021-02-11 04:58:24+00:00,1359728471782682627,FINALLY THIRD STIMULUS CHECK 1400 BILL SSI SSDI SSA 200 UPDATE THIR via SenateRepublicans HouseSubcommittee JoeBiden NancyPelosi,holly_sw78300,0
56,2021-02-11 04:57:30+00:00,1359728243495100419,for more details JoeBiden,news10channel,1
57,2021-02-11 04:56:59+00:00,1359728112729133063,You theaf watch this real environmentalist NarendraModi RahulGandhi joebiden,Kunalsinghsoni,1
58,2021-02-11 04:56:34+00:00,1359728009515737089,Biden lays out U S China relations Americans know Biden is going to give away everything to CCP s China Many will make trillions Dem s started it with Carter and did not stop until Patriot DJT came Who owns your community JoeBiden FoxNews,tcconservative3,1
59,2021-02-11 04:56:30+00:00,1359727991249600515,They are punished to death because of they are Tigrians youths are kidnapped and killed for the reason of being tigrian all war crimes are applied over us please save our children youth mothers all civilians JoeBiden UnitedNations HumanitarianCrisis USSenate Humanrights,HagosRania,-1
60,2021-02-11 04:54:45+00:00,1359727552743448577,Presiden AS Joe Biden Setujui Sanksi Terhadap Militer Myanmar dan Kepentingan Bisnis Mereka JoeBiden Myanmar Kopi Militer GeorgeWashington,BacaDiBaBe,0
61,2021-02-11 04:54:07+00:00,1359727393351598080,The hypocrisy I WISH people would hold politicians on the left to the same standard as they do the right HOLD their foot to the fire PUT them on trial PULL up their reciepts WHERE are those that are BOLD enough to stand impeachment trump JoeBiden,IAmTaylorNOwens,1
62,2021-02-11 04:54:01+00:00,1359727368038973440,Since SCOTUS has declined to rule on the issue of election fraud and constitutional violations in the 2020 election which is the preferred way to refer to JoeBiden,uhel,0
63,2021-02-11 04:53:30+00:00,1359727236782374914,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
64,2021-02-11 04:53:15+00:00,1359727173599449089,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
65,2021-02-11 04:52:53+00:00,1359727080381042694,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
66,2021-02-11 04:52:44+00:00,1359727045325049860,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
67,2021-02-11 04:51:05+00:00,1359726628356706307,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
68,2021-02-11 04:51:03+00:00,1359726619800133636,US President JoeBiden on Wednesday signed an executive order imposing sanctions on the leaders of the military coup in Myanmar,AnojanJeyaram,-1
69,2021-02-11 04:50:54+00:00,1359726584807256064,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
70,2021-02-11 04:50:45+00:00,1359726547008110595,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
71,2021-02-11 04:49:49+00:00,1359726308129923072,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
72,2021-02-11 04:49:42+00:00,1359726281332555776,left wingnuts champion joebiden for the same reason And he intends to deliver to them To the ruin of the nation,sifmcm,0
73,2021-02-11 04:49:31+00:00,1359726235027447808,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
74,2021-02-11 04:49:17+00:00,1359726178014216193,RDC Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
75,2021-02-11 04:48:31+00:00,1359725981947289601,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
76,2021-02-11 04:47:46+00:00,1359725792641613827,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
77,2021-02-11 04:47:02+00:00,1359725608482258945,Brown Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
78,2021-02-11 04:47:00+00:00,1359725600022306816,The Pentagon has established a task force to provide recommendations in the next few months to address the challenge posed by China US President JoeBiden said,FinancialXpress,-1
79,2021-02-11 04:46:41+00:00,1359725522989817858,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
80,2021-02-11 04:46:37+00:00,1359725505306574854,Ocean Drive Slim says Joe Biden and Kodak Black are clones What s y all think Is that really Kodak RapGeekz Blog Podcast HipHop Doge KodakBlack ProjectBaby Conspiracy joebiden DanielaRena,RapGeekz,1
81,2021-02-11 04:46:17+00:00,1359725420875313157,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
82,2021-02-11 04:46:08+00:00,1359725383223037952,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
83,2021-02-11 04:45:53+00:00,1359725318743941121,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
84,2021-02-11 04:45:45+00:00,1359725287685181442,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
85,2021-02-11 04:45:22+00:00,1359725189387472900,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
86,2021-02-11 04:45:08+00:00,1359725130818215936,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
87,2021-02-11 04:44:45+00:00,1359725034630217728,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
88,2021-02-11 04:44:31+00:00,1359724977189191680,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
89,2021-02-11 04:43:43+00:00,1359724775980077060,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
90,2021-02-11 04:43:33+00:00,1359724731964997633,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
91,2021-02-11 04:43:09+00:00,1359724632480301056,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
92,2021-02-11 04:42:20+00:00,1359724428742057985,Ocean Drive Slim says Joe Biden and Kodak Black are clones What s y all think Is that really Kodak RapGeekz Blog Podcast HipHop Doge KodakBlack ProjectBaby Conspiracy joebiden Houston Texas,RapGeekz,1
93,2021-02-11 04:42:17+00:00,1359724416142372865,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
94,2021-02-11 04:42:05+00:00,1359724364929912833,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
95,2021-02-11 04:41:54+00:00,1359724319669116929,Dear President and most of 2020 DV lottery winners did not even make it to the interview due to the pandemic Covid 19 Please help them out MuslimBan DV Diversity visa BidenTakeAction JoeBiden GodBlessAmerica,sinak50610617,1
96,2021-02-11 04:41:52+00:00,1359724310101970944,Followed all let s all do it for JoeBiden,BlueAmerica10,0
97,2021-02-11 04:41:49+00:00,1359724296348704771,China JoeBiden,Chicken1202,0
98,2021-02-11 04:41:02+00:00,1359724100093026308,Chinese president reiterates during the call that cooperation is the only choice FMTNews China US XiJinping JoeBiden Confrontation,fmtoday,0
99,2021-02-11 04:40:11+00:00,1359723885118148609,In first call with Xi Biden conveys concerns over China s unfair trade practices assertive actions JoeBiden,Oneindia,-1
100,2021-02-11 04:39:04+00:00,1359723604523380736,JoeBiden China Biden y Xi cruce de se alamientos en la primera llamada de los presidentes de EE UU y China,jatirado_oc,0
